ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	414	124	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4007
ma	403	144	10	10	0	0	10s	100	1	4008
ma	403	144	10	10	0	0	10s	100	1	4008
ma	403	144	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
ma	421	151	10	10	0	0	10s	100	1	4008
