m	224	153	150	170	0	0	70s	100	1	8005
m	224	153	150	170	0	0	70s	100	2	8005
m	179	817	150	200	0	0	78s	100	1	8004
m	179	817	150	200	0	0	78s	100	2	8004
m	900	873	200	150	0	0	77s	100	2	8003
m	556	901	200	150	10	10	78s	100	2	8002
m	775	92	200	150	10	10	77s	100	2	8001
m	712	965	150	150	10	10	76s	100	2	8001
m	276	1107	200	150	10	10	79s	100	2	8002
m	276	1107	200	150	10	10	79s	100	2	8002
m	865	809	200	150	0	0	78s	100	1	8003
m	870	835	200	150	0	0	70s	100	1	8003
m	213	472	150	150	0	0	75s	100	1	8003
m	494	930	200	150	0	0	70s	100	1	8003
m	850	585	200	150	0	0	75s	100	1	8003
m	224	153	150	170	0	0	70s	100	1	8005
m	179	817	150	200	0	0	78s	100	1	8004
m	224	153	150	170	0	0	70s	100	2	8005
m	179	817	150	200	0	0	78s	100	2	8004
m	900	873	200	150	0	0	77s	100	1	8003
m	556	901	200	150	10	10	78s	100	2	8002
m	775	92	200	150	10	10	77s	100	2	8001
m	712	965	150	150	10	10	76s	100	2	8001
m	276	1107	200	150	0	0	79s	100	1	8002
m	276	1107	200	150	0	0	79s	100	2	8002
m	865	809	200	150	0	0	78s	100	1	8003
m	870	835	200	150	0	0	70s	100	1	8003
m	213	472	150	150	0	0	75s	100	1	8003
m	494	930	200	150	0	0	70s	100	1	8003
m	850	585	200	150	0	0	75s	100	1	8003
m	224	153	150	170	0	0	70s	100	1	8005
m	224	153	150	170	0	0	70s	100	2	8005
m	179	817	150	200	0	0	78s	100	1	8004
m	900	873	200	150	0	0	77s	100	1	8003
m	556	901	200	150	10	10	78s	100	2	8002
m	775	92	200	150	10	10	77s	100	2	8001
m	712	965	150	150	10	10	76s	100	2	8001
m	276	1107	200	150	0	0	79s	100	1	8002
m	276	1107	200	150	0	0	79s	100	2	8002
m	865	809	200	150	0	0	78s	100	1	8003
m	870	835	200	150	0	0	70s	100	1	8003
m	213	472	150	150	0	0	75s	100	1	8003
m	494	930	200	150	0	0	70s	100	1	8003
m	850	585	200	150	0	0	75s	100	1	8003
m	224	153	150	170	0	0	70s	100	1	8005
m	179	817	150	200	0	0	78s	100	1	8004
m	900	873	200	150	0	0	77s	100	1	8003
m	556	901	200	150	10	10	78s	100	2	8002
m	775	92	200	150	10	10	77s	100	2	8001
m	712	965	150	150	10	10	76s	100	2	8001
m	276	1107	200	150	0	0	79s	100	1	8002
m	865	809	200	150	0	0	78s	100	1	8003
m	870	835	200	150	0	0	70s	100	1	8003
m	213	472	150	150	0	0	75s	100	1	8003
m	494	930	200	150	0	0	70s	100	1	8003
m	850	585	200	150	0	0	75s	100	1	8003
m	224	153	150	170	0	0	70s	100	1	8005
m	179	817	150	200	0	0	78s	100	1	8004
m	224	153	150	170	0	0	70s	100	2	8005
m	179	817	150	200	0	0	78s	100	2	8004
m	900	873	200	150	0	0	77s	100	1	8003
m	556	901	200	150	10	10	78s	100	2	8002
m	775	92	200	150	10	10	77s	100	2	8001
m	712	965	150	150	10	10	76s	100	2	8001
m	276	1107	200	150	0	0	79s	100	2	8002
m	276	1107	200	150	0	0	79s	100	2	8002
m	865	809	200	150	0	0	78s	100	1	8003
m	870	835	200	150	0	0	70s	100	1	8003
m	213	472	150	150	0	0	75s	100	1	8003
m	494	930	200	150	0	0	70s	100	1	8003
m	850	585	200	150	0	0	75s	100	1	8003


m	76	70	100	100	0	0	50s	100	1	8003
m	583	71	100	100	0	0	50s	100	1	8003
m	203	90	100	100	0	0	50s	100	1	8003
m	607	90	100	100	0	0	50s	100	1	8003
m	603	117	100	100	0	0	50s	100	1	8003
m	223	148	100	100	0	0	50s	100	1	8003
m	340	174	100	100	0	0	50s	100	1	8003
m	739	222	100	100	0	0	50s	100	1	8003
m	822	260	100	100	0	0	50s	100	1	8003
m	492	341	100	100	0	0	50s	100	1	8003
m	302	343	100	100	0	0	50s	100	1	8003
m	860	347	100	100	0	0	50s	100	1	8003
m	553	372	100	100	0	0	50s	100	1	8003
m	182	524	100	100	0	0	50s	100	1	8003
m	94	619	100	100	0	0	50s	100	1	8003
m	360	672	100	100	0	0	50s	100	1	8003
m	524	700	100	100	0	0	50s	100	1	8003
m	523	716	100	100	0	0	50s	100	1	8003
m	563	720	100	100	0	0	50s	100	1	8003
m	198	807	100	100	0	0	50s	100	1	8003
m	76	70	100	100	0	0	50s	100	1	8003
m	583	71	100	100	0	0	50s	100	1	8003
m	203	90	100	100	0	0	50s	100	1	8003
m	607	90	100	100	0	0	50s	100	1	8003
m	603	117	100	100	0	0	50s	100	1	8003
m	223	148	100	100	0	0	50s	100	1	8003
m	340	174	100	100	0	0	50s	100	1	8003
m	739	222	100	100	0	0	50s	100	1	8003
m	822	260	100	100	0	0	50s	100	1	8003
m	492	341	100	100	0	0	50s	100	1	8003
m	302	343	100	100	0	0	50s	100	1	8003
m	860	347	100	100	0	0	50s	100	1	8003
m	553	372	100	100	0	0	50s	100	1	8003
m	182	524	100	100	0	0	50s	100	1	8003
m	94	619	100	100	0	0	50s	100	1	8003
m	360	672	100	100	0	0	50s	100	1	8003
m	524	700	100	100	0	0	50s	100	1	8003
m	523	716	100	100	0	0	50s	100	1	8003
m	563	720	100	100	0	0	50s	100	1	8003
m	198	807	100	100	0	0	50s	100	1	8003
m	76	70	100	100	0	0	50s	100	1	8003
m	583	71	100	100	0	0	50s	100	1	8003
m	203	90	100	100	0	0	50s	100	1	8003
m	607	90	100	100	0	0	50s	100	1	8003
m	603	117	100	100	0	0	50s	100	1	8003
m	223	148	100	100	0	0	50s	100	1	8003
m	340	174	100	100	0	0	50s	100	1	8003
m	739	222	100	100	0	0	50s	100	1	8003
