r	1269	667	10	10	0	0	60s	100	3	2521
r	1266	668	10	10	0	0	60s	100	3	2521
r	1269	669	10	10	0	0	60s	100	3	2521
r	1269	669	100	100	0	0	60s	100	3	2521
r	1269	669	50	50	0	0	60s	100	3	2521
r	1269	669	150	150	0	0	60s	100	3	2521
r	1269	669	100	50	0	0	60s	100	3	2521
r	1269	669	50	100	0	0	60s	100	3	2521
r	1269	669	200	50	0	0	60s	100	3	2521
r	1269	669	50	200	0	0	60s	100	3	2521
r	1269	669	50	150	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1269	669	150	50	0	0	60s	100	3	2521
r	1303	708	0	0	0	0	60s	100	3	2521
r	1303	708	20	20	0	0	60s	100	3	2521
r	1303	708	30	30	0	0	60s	100	3	2521
r	1303	708	40	40	0	0	60s	100	3	2521
r	1303	708	50	50	0	0	60s	100	3	2521
r	1303	708	60	60	0	0	60s	100	3	2521
r	1303	708	70	70	0	0	60s	100	3	2521
r	1303	708	80	80	0	0	60s	100	3	2521
r	1303	708	90	90	0	0	60s	100	3	2521
r	1303	708	100	100	0	0	60s	100	3	2521
r	1303	708	110	110	0	0	60s	100	3	2521
r	1303	708	120	120	0	0	60s	100	3	2521
